Fuel Type,Body Type,Kilometers Driven,Transmission Type,Number of Owners,Manufacturer,Model,Model Year,Variant ID,Variant Name,Price,Location,Registration_Year,Insurance Validity,Seats,RTO,Engine Displacement,Transmission,Mileage,Engine,Max Power,Torque,Color,Engine Type,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Supply System,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Kerb Weight,Gross Weight,Gear Box,Drive Type,Steering Type,Front Brake Type,Rear Brake Type,Top Speed,Acceleration,Tyre Type,No Door Numbers,Cargo Volumn,Wheel Size,Alloy Wheel Size
Petrol,Hatchback,75932.0,Manual,2.0,Maruti,Maruti Swift,2011.0,10402.0,LXI,320000.0,hyderabad,2011.0,Comprehensive,5.0,AP10,1197.0,Manual,22.38,1197.0,88.5,113.0,Silver,K Series Dual jet,4.0,4.0,Default,Default,Default,Default,3845.0,1735.0,1530.0,2450.0,23937.0,1335.0,5.0,FWD,Electric,Disc,Drum,170.0,13.0,"Radial, Tubeless",5.0,268.0,16.0,16.0
Petrol,Hatchback,62936.0,Automatic,1.0,Hyundai,Hyundai Santro,2019.0,6670.0,Sportz AMT BSIV,529000.0,hyderabad,2020.0,Third Party insurance,5.0,TS08,1086.0,Automatic,20.3,1086.0,68.0,99.0,Red,1.1 litre Petrol Engine,4.0,3.0,DOHC,MPFI,No,No,3610.0,1645.0,1560.0,2400.0,1050.0,1505.0,5.0,FWD,Power,Disc,Drum,170.0,13.0,"Tubeless,Radial",5.0,235.0,16.0,16.0
Petrol,Hatchback,40841.0,Manual,1.0,Hyundai,Hyundai i20,2016.0,1482.0,Asta 1.2,646000.0,hyderabad,2016.0,Comprehensive,5.0,TS10,1197.0,Manual,18.6,1197.0,81.83,114.7,White,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3985.0,1734.0,1505.0,2570.0,1066.0,1505.0,5.0,FWD,Power,Disc,Drum,170.0,13.2,Tubeless,5.0,295.0,16.0,16.0
Petrol,Hatchback,66561.0,Manual,1.0,Hyundai,Hyundai i20,2017.0,1481.0,Sportz 1.2,607000.0,hyderabad,2017.0,Third Party insurance,5.0,TS08,1197.0,Manual,18.6,1197.0,81.83,114.7,Red,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3985.0,1734.0,1505.0,2570.0,1066.0,1505.0,5.0,FWD,Power,Disc,Drum,170.0,13.2,Tubeless,5.0,295.0,16.0,16.0
Diesel,Hatchback,114800.0,Manual,2.0,Tata,Tata Indica V2,2016.0,2514.0,LS,160000.0,hyderabad,2016.0,Third Party insurance,5.0,TS11,1396.0,Manual,25.0,1396.0,69.0,140.0,Grey,CR4 Diesel Engine,4.0,4.0,DOHC,CRDi,Yes,No,3690.0,1665.0,1485.0,2400.0,1080.0,1505.0,5.0,FWD,Power,Ventilated Disc,Drum,155.0,14.5,"Tubeless,Radial",5.0,220.0,16.0,16.0
Petrol,Hatchback,97726.0,Manual,1.0,Maruti,Maruti Celerio,2016.0,10356.0,VXI,374000.0,hyderabad,2017.0,Third Party insurance,5.0,TS08,998.0,Manual,25.24,998.0,65.71,89.0,Silver,K10C,3.0,4.0,Default,Default,Default,Default,3695.0,1655.0,1555.0,2435.0,810.0,1260.0,5.0,FWD,Electric,Ventilated Disc,Drum,170.0,13.0,"Tubeless, Radial",5.0,313.0,16.0,16.0
Petrol,SUV,81462.0,Manual,1.0,Ford,Ford Ecosport,2019.0,6087.0,1.5 Petrol Titanium BSIV,817000.0,hyderabad,2020.0,Third Party insurance,5.0,TS13,1497.0,Manual,17.0,1497.0,121.31,150.0,Red,Ti-VCT Petrol Engine,3.0,4.0,DOHC,Direct Injection,No,No,3998.0,1765.0,1647.0,2519.0,1242.0,1660.0,5.0,FWD,Power,Ventilated Disc,Drum,170.0,13.0,"Tubeless,Radial",4.0,352.0,16.0,16.0
Diesel,Hatchback,120000.0,Manual,1.0,Tata,Tata Indica V2,2015.0,2514.0,LS,180000.0,hyderabad,2015.0,Third Party insurance,5.0,TS07,1396.0,Manual,25.0,1396.0,69.0,140.0,Others,CR4 Diesel Engine,4.0,4.0,DOHC,CRDi,Yes,No,3690.0,1665.0,1485.0,2400.0,1080.0,1505.0,5.0,FWD,Power,Ventilated Disc,Drum,155.0,14.5,"Tubeless,Radial",5.0,220.0,16.0,16.0
Petrol,Hatchback,31286.0,Automatic,1.0,Maruti,Maruti Swift,2019.0,10404.0,VXI AMT,680000.0,hyderabad,2019.0,Third Party,5.0,TS09,1197.0,Automatic,22.56,1197.0,88.5,113.0,Silver,K Series Dual jet,4.0,4.0,Default,Default,Default,Default,3845.0,1735.0,1530.0,2450.0,23937.0,1335.0,5.0,FWD,Electric,Disc,Drum,170.0,13.0,"Radial, Tubeless",5.0,268.0,16.0,16.0
Petrol,Hatchback,20000.0,Manual,1.0,Maruti,Maruti Baleno,2022.0,8818.0,Alpha BSVI,1000000.0,hyderabad,2022.0,Third Party insurance,5.0,TS07,1197.0,Manual,22.35,1197.0,88.5,113.0,White,1.2 L K Series Engine,4.0,4.0,Default,Default,Default,Default,3990.0,1745.0,1500.0,2520.0,3451.0,1410.0,5.0,FWD,Electric,Disc,Drum,170.0,13.0,"Tubeless, Radial",5.0,318.0,16.0,16.0
Petrol,Hatchback,20000.0,Manual,1.0,Maruti,Maruti Baleno,2022.0,8818.0,Alpha BSVI,1000000.0,hyderabad,2022.0,Third Party insurance,5.0,TS02,1197.0,Manual,22.35,1197.0,88.5,113.0,White,1.2 L K Series Engine,4.0,4.0,Default,Default,Default,Default,3990.0,1745.0,1500.0,2520.0,3451.0,1410.0,5.0,FWD,Electric,Disc,Drum,170.0,13.0,"Tubeless, Radial",5.0,318.0,16.0,16.0
Petrol,Sedan,54000.0,Manual,1.0,Chevrolet,Chevrolet Sail,2013.0,548.0,1.2 LS,315000.0,hyderabad,2013.0,Third Party insurance,5.0,AP09,1199.0,Manual,18.2,1199.0,82.4,108.5,Silver,SMARTECH Petrol Engine,4.0,4.0,DOHC,MPFi,No,No,4249.0,1690.0,1503.0,2465.0,1065.0,1505.0,5.0,FWD,Power,Disc,Drum,155.0,14.0,"Tubeless,Radial",4.0,370.0,16.0,16.0
Petrol,Hatchback,20000.0,Manual,1.0,Maruti,Maruti Baleno,2020.0,6779.0,Zeta,760000.0,hyderabad,2020.0,Third Party insurance,5.0,TS09,1197.0,Manual,21.01,1197.0,81.8,113.0,Gray,1.2L VVT Engine,4.0,4.0,DOHC,MPFI,No,No,3995.0,1745.0,1510.0,2520.0,13922.0,1340.0,5.0,FWD,Electric,Disc,Drum,170.0,12.36,"Tubeless,Radial",5.0,339.0,16.0,16.0
Petrol,Hatchback,73069.0,Manual,1.0,Maruti,Maruti Celerio,2015.0,10357.0,ZXI,365000.0,hyderabad,2015.0,Third Party insurance,5.0,TS09,998.0,Manual,25.24,998.0,65.71,89.0,White,K10C,3.0,4.0,Default,Default,Default,Default,3695.0,1655.0,1555.0,2435.0,810.0,1260.0,5.0,FWD,Electric,Ventilated Disc,Drum,170.0,13.0,"Tubeless, Radial",5.0,313.0,16.0,16.0
Petrol,Hatchback,80000.0,Manual,1.0,Maruti,Maruti Swift,2013.0,4202.0,VXI,409999.0,hyderabad,2013.0,Third Party insurance,5.0,TS07,1197.0,Manual,18.6,1197.0,85.8,114.0,Others,K Series Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3850.0,1695.0,1530.0,2430.0,970.0,1415.0,5.0,FWD,Power,Ventilated Disc,Drum,160.0,12.29,"Tubeless,Radial",5.0,232.0,14.0,14.0
Petrol,Sedan,78850.0,Manual,1.0,Maruti,Maruti Swift Dzire,2014.0,10244.0,VXI,475000.0,hyderabad,2014.0,Third Party insurance,5.0,AP29,1197.0,Manual,22.41,1197.0,88.5,113.0,White,Default,4.0,4.0,Default,Default,Default,Default,3995.0,1735.0,1515.0,2450.0,28947.0,1335.0,5.0,FWD,Electric,Disc,Drum,170.0,13.0,"Tubeless, Radial",4.0,378.0,16.0,16.0
Petrol,Hatchback,89224.0,Manual,2.0,Hyundai,Hyundai i20,2016.0,1481.0,Sportz 1.2,561000.0,hyderabad,2016.0,Third Party insurance,5.0,TS03,1197.0,Manual,18.6,1197.0,81.83,114.7,Red,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3985.0,1734.0,1505.0,2570.0,1066.0,1505.0,5.0,FWD,Power,Disc,Drum,170.0,13.2,Tubeless,5.0,295.0,16.0,16.0
Petrol,Hatchback,59730.0,Manual,2.0,Maruti,Maruti Wagon R,2013.0,4350.0,VXI BS IV,309000.0,hyderabad,2014.0,Third Party insurance,5.0,AP29,998.0,Manual,18.9,998.0,67.1,90.0,Silver,K Series Petrol Engine,3.0,4.0,Default,MPFI,No,No,3595.0,1495.0,1700.0,2400.0,885.0,1350.0,5.0,FWD,Power,Ventilated Disc,Drum,170.0,13.0,"Tubeless, Radial",4.0,339.0,14.0,14.0
Petrol,Sedan,94426.0,Manual,1.0,Maruti,Maruti Swift Dzire,2016.0,10244.0,VXI,516000.0,hyderabad,2016.0,Comprehensive,5.0,TS08,1197.0,Manual,22.41,1197.0,88.5,113.0,Silver,Default,4.0,4.0,Default,Default,Default,Default,3995.0,1735.0,1515.0,2450.0,28947.0,1335.0,5.0,FWD,Electric,Disc,Drum,170.0,13.0,"Tubeless, Radial",4.0,378.0,16.0,16.0
Diesel,Sedan,75000.0,Manual,1.0,Skoda,Skoda Rapid,2012.0,3169.0,1.6 TDI Elegance,499000.0,hyderabad,2012.0,Third Party insurance,5.0,AP10,1598.0,Manual,20.5,1598.0,103.5,250.0,White,Turbocharged Diesel Engin,4.0,4.0,DOHC,Direct Injection ,Yes,No,4386.0,1699.0,1466.0,2552.0,1205.0,1757.0,5.0,FWD,Power,Disc,Drum,170.0,13.0,"Tubeless,Radial",4.0,460.0,15.0,15.0
Diesel,Hatchback,56000.0,Manual,1.0,Maruti,Maruti Ritz,2013.0,4139.0,VDi,450000.0,hyderabad,2013.0,Third Party insurance,5.0,AP29,1248.0,Manual,23.2,1248.0,73.94,190.0,Silver,DDiS Diesel Engine,4.0,4.0,DOHC,CRDI,Yes,No,3775.0,1680.0,1620.0,2360.0,1110.0,1520.0,5.0,FWD,Power,Ventilated Disc,Drum,163.0,14.0,"Tubeless,Radial",5.0,236.0,16.0,16.0
Diesel,Hatchback,100000.0,Manual,1.0,Fiat,Fiat Punto,2014.0,5278.0,1.3 Dynamic,295000.0,hyderabad,2014.0,Third Party insurance,5.0,TS07,1248.0,Manual,20.3,1248.0,75.0,197.0,Black,MULTIJET,4.0,4.0,DOHC,Direct Injection,Yes,No,3987.0,1687.0,1495.0,2510.0,960.0,1505.0,5.0,FWD,Power,Ventilated Disc,Drum,170.0,13.0,"Tubeless,Radial",5.0,280.0,14.0,14.0
Petrol,Hatchback,32289.0,Automatic,2.0,Hyundai,Hyundai i20,2017.0,5698.0,1.4 Magna AT,667000.0,hyderabad,2018.0,Third Party insurance,5.0,TS10,1368.0,Automatic,18.6,1368.0,98.63,132.3,White,Dual VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3985.0,1734.0,1505.0,2570.0,1066.0,1505.0,4.0,FWD,Power,Disc,Drum,180.0,11.9,Tubeless,5.0,295.0,16.0,16.0
Diesel,Hatchback,75000.0,Manual,1.0,Maruti,Maruti Swift,2014.0,4204.0,VDI,480000.0,hyderabad,2014.0,Third Party insurance,5.0,TS08,1248.0,Manual,22.9,1248.0,74.0,190.0,Grey,DDiS Diesel Engine,4.0,4.0,DOHC,CRDI,Yes,No,3850.0,1695.0,1530.0,2430.0,1060.0,1505.0,5.0,FWD,Power,Ventilated Disc,Drum,158.0,13.75,"Tubeless,Radial",5.0,232.0,14.0,14.0
Diesel,SUV,121129.0,Manual,2.0,Maruti,Maruti Vitara Brezza,2017.0,4300.0,ZDi Plus,801000.0,hyderabad,2017.0,Third Party insurance,5.0,TS07,1248.0,Manual,24.3,1248.0,88.5,200.0,Yellow,DDiS 200 Diesel Engine,4.0,4.0,DOHC,CRDi,Yes,No,3995.0,1790.0,1640.0,2500.0,1200.0,1680.0,5.0,FWD,Power,Ventilated Disc,Drum,172.0,12.36,"Tubeless,Radial",5.0,328.0,16.0,16.0
Petrol,Hatchback,40000.0,Manual,2.0,Maruti,Maruti Ignis,2020.0,5553.0,1.2 Zeta BSIV,560000.0,hyderabad,2020.0,Third Party insurance,5.0,TS07,1197.0,Manual,20.89,1197.0,81.8,113.0,Others,1.2-Litre VVT Petrol Engine,4.0,4.0,SOHC,MPFI,No,No,3700.0,1690.0,1595.0,2435.0,835.0,1505.0,5.0,FWD,Electrical,Disc,Drum,170.0,13.0,"Tubeless,Radial",5.0,260.0,15.0,15.0
Diesel,SUV,72607.0,Manual,1.0,Mahindra,Mahindra KUV 100,2016.0,3579.0,mFALCON D75 K8 5str,420000.0,hyderabad,2016.0,Third Party,5.0,KA03,1198.0,Manual,25.32,1198.0,77.0,190.0,Red,mFALCON D75 Engine,3.0,4.0,DOHC,CRDi,Yes,No,3675.0,1715.0,1655.0,2385.0,1235.0,1505.0,5.0,FWD,Power,Disc,Drum,160.0,14.5,"Tubeless,Radial",5.0,243.0,14.0,14.0
Petrol,Hatchback,28467.0,Manual,2.0,Hyundai,Hyundai Grand i10,2016.0,1524.0,Sportz,472000.0,hyderabad,2016.0,Third Party insurance,5.0,TS07,1197.0,Manual,18.9,1197.0,82.0,114.0,Red,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3765.0,1660.0,1520.0,2425.0,935.0,1505.0,5.0,FWD,Power,Disc,Drum,165.0,12.9,Tubeless,5.0,256.0,16.0,16.0
Petrol,Hatchback,37665.0,Automatic,1.0,Maruti,Maruti Baleno,2017.0,3964.0,1.2 CVT Delta,650000.0,hyderabad,2018.0,Not Available,5.0,TS07,1197.0,Automatic,21.4,1197.0,83.1,115.0,Granite Grey,VVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3995.0,1745.0,1510.0,2520.0,910.0,1360.0,5.0,FWD,Power,Disc,Drum,180.0,12.79,"Tubeless,Radial",5.0,339.0,16.0,16.0
Petrol,Hatchback,94540.0,Manual,1.0,Maruti,Maruti Swift,2014.0,10403.0,VXI,409000.0,hyderabad,2015.0,Third Party insurance,5.0,TS07,1197.0,Manual,22.38,1197.0,88.5,113.0,Red,K Series Dual jet,4.0,4.0,Default,Default,Default,Default,3845.0,1735.0,1530.0,2450.0,23937.0,1335.0,5.0,FWD,Electric,Disc,Drum,170.0,13.0,"Radial, Tubeless",5.0,268.0,16.0,16.0
Petrol,SUV,96620.0,Manual,1.0,Hyundai,Hyundai Creta,2018.0,8179.0,1.6 VTVT SX Plus,991000.0,hyderabad,2018.0,Comprehensive,5.0,TS08,1591.0,Manual,13.0,1591.0,121.3,151.0,White,VTVT Petrol Engine,4.0,4.0,DOHC,MPFi,No,No,4270.0,1780.0,1630.0,2590.0,1280.0,1505.0,6.0,FWD,Power,Disc,Drum,170.0,13.0,Tubeless,5.0,400.0,17.0,17.0
Petrol,Hatchback,104436.0,Automatic,2.0,Hyundai,Hyundai Grand i10,2016.0,1523.0,Asta Option AT,496000.0,hyderabad,2017.0,Third Party insurance,5.0,TS13,1197.0,Automatic,18.9,1197.0,82.0,114.0,Silver,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3765.0,1660.0,1520.0,2425.0,935.0,1505.0,4.0,FWD,Power,Disc,Drum,165.0,12.9,Tubeless,5.0,256.0,14.0,14.0
Petrol,Hatchback,28545.0,Manual,1.0,Datsun,Datsun RediGO,2017.0,5237.0,S,298000.0,hyderabad,2017.0,Third Party insurance,5.0,TS07,799.0,Manual,22.7,799.0,53.64,72.0,Brown,0.8L Petrol Engine,3.0,4.0,DOHC,MPFi,No,No,3429.0,1560.0,1541.0,2348.0,730.0,1505.0,5.0,2WD,Power,Disc,Drum,170.0,13.0,Tubeless,5.0,222.0,16.0,16.0
Petrol,Hatchback,66500.0,Manual,1.0,Volkswagen,Volkswagen Polo,2019.0,6300.0,1.0 MPI Highline,720000.0,hyderabad,2019.0,Third Party insurance,5.0,TS09,999.0,Manual,18.78,999.0,75.0,95.0,Red,MPI Petrol Engine,3.0,4.0,DOHC,MPFI,No,No,3971.0,1682.0,1469.0,2469.0,1044.0,1500.0,5.0,FWD,Power,Disc,Drum,165.0,14.2,"Tubeless,Radial",5.0,280.0,15.0,15.0
Petrol,Hatchback,80133.0,Manual,1.0,Hyundai,Hyundai i20,2017.0,1482.0,Asta 1.2,583000.0,hyderabad,2017.0,Third Party insurance,5.0,TS08,1197.0,Manual,18.6,1197.0,81.83,114.7,Others,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3985.0,1734.0,1505.0,2570.0,1066.0,1505.0,5.0,FWD,Power,Disc,Drum,170.0,13.2,Tubeless,5.0,295.0,16.0,16.0
Petrol,SUV,26852.0,Manual,1.0,Maruti,Maruti SX4 S Cross,2020.0,7935.0,Alpha,982000.0,hyderabad,2021.0,Third Party,5.0,TS07,1462.0,Manual,18.55,1462.0,103.25,138.0,Blue,K15B Smart Hybrid,4.0,4.0,Default,Default,Default,Default,4300.0,1785.0,1595.0,2600.0,28978.0,1640.0,5.0,FWD,Power,Ventilated Disc,Solid Disc,170.0,13.0,"Radial,Tubeless",5.0,375.0,16.0,16.0
Petrol,Hatchback,59990.0,Manual,1.0,Maruti,Maruti Swift,2015.0,10403.0,VXI,458000.0,hyderabad,2015.0,Third Party insurance,5.0,TS09,1197.0,Manual,22.38,1197.0,88.5,113.0,Others,K Series Dual jet,4.0,4.0,Default,Default,Default,Default,3845.0,1735.0,1530.0,2450.0,23937.0,1335.0,5.0,FWD,Electric,Disc,Drum,170.0,13.0,"Radial, Tubeless",5.0,268.0,16.0,16.0
Petrol,Hatchback,50000.0,Manual,2.0,Hyundai,Hyundai Grand i10,2019.0,5607.0,1.2 Kappa Asta,600000.0,hyderabad,2019.0,Third Party insurance,5.0,TS15,1197.0,Manual,18.9,1197.0,81.86,113.75,Others,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3765.0,1660.0,1520.0,2425.0,1060.0,1505.0,5.0,FWD,Power,Disc,Drum,165.0,12.9,Tubeless,5.0,256.0,14.0,14.0
Petrol,Hatchback,70000.0,Manual,2.0,Maruti,Maruti Baleno,2018.0,3969.0,1.2 Zeta,620000.0,hyderabad,2018.0,Third Party insurance,5.0,TS07,1197.0,Manual,21.4,1197.0,83.1,115.0,Others,VVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3995.0,1745.0,1510.0,2520.0,880.0,1340.0,5.0,FWD,Power,Disc,Drum,180.0,12.36,"Tubeless,Radial",5.0,339.0,16.0,16.0
Petrol,Hatchback,50824.0,Manual,1.0,Maruti,Maruti Swift,2013.0,10403.0,VXI,447000.0,hyderabad,2013.0,Third Party,5.0,AP28,1197.0,Manual,22.38,1197.0,88.5,113.0,Others,K Series Dual jet,4.0,4.0,Default,Default,Default,Default,3845.0,1735.0,1530.0,2450.0,23937.0,1335.0,5.0,FWD,Electric,Disc,Drum,170.0,13.0,"Radial, Tubeless",5.0,268.0,16.0,16.0
Diesel,Hatchback,85507.0,Manual,2.0,Maruti,Maruti Swift,2013.0,4204.0,VDI,409999.0,hyderabad,2013.0,Third Party insurance,5.0,AP09,1248.0,Manual,22.9,1248.0,74.0,190.0,Others,DDiS Diesel Engine,4.0,4.0,DOHC,CRDI,Yes,No,3850.0,1695.0,1530.0,2430.0,1060.0,1505.0,5.0,FWD,Power,Ventilated Disc,Drum,158.0,13.75,"Tubeless,Radial",5.0,232.0,14.0,14.0
Diesel,Hatchback,97085.0,Manual,2.0,Maruti,Maruti Swift,2013.0,4204.0,VDI,405999.0,hyderabad,2013.0,Comprehensive,5.0,AP10,1248.0,Manual,22.9,1248.0,74.0,190.0,Silver,DDiS Diesel Engine,4.0,4.0,DOHC,CRDI,Yes,No,3850.0,1695.0,1530.0,2430.0,1060.0,1505.0,5.0,FWD,Power,Ventilated Disc,Drum,158.0,13.75,"Tubeless,Radial",5.0,232.0,14.0,14.0
Diesel,Hatchback,100000.0,Manual,1.0,Maruti,Maruti Ritz,2016.0,4137.0,LDi,350000.0,hyderabad,2016.0,Third Party insurance,5.0,TS11,1248.0,Manual,23.2,1248.0,73.94,190.0,Others,DDiS Diesel Engine ,4.0,4.0,DOHC,CRDI,Yes,No,3775.0,1680.0,1620.0,2360.0,1100.0,1520.0,5.0,FWD,Power,Ventilated Disc,Drum,163.0,14.0,"Tubeless,Radial",5.0,236.0,16.0,16.0
Diesel,Hatchback,78000.0,Manual,1.0,Hyundai,Hyundai i20,2019.0,6816.0,Sportz Plus Diesel,765000.0,hyderabad,2019.0,Third Party insurance,5.0,TS36,1396.0,Manual,22.54,1396.0,88.76,224.0,White,U2 CRDI Diesel Engine,4.0,4.0,DOHC,CRDI,Yes,No,3985.0,1734.0,1505.0,2570.0,1180.0,1505.0,6.0,FWD,Power,Disc,Drum,180.0,13.57,Tubeless,5.0,285.0,15.0,15.0
Petrol,SUV,20000.0,Manual,1.0,Maruti,Maruti Vitara Brezza,2022.0,7568.0,VXI,1000000.0,hyderabad,2022.0,Third Party insurance,5.0,TS08,1462.0,Manual,17.03,1462.0,103.26,138.0,Black,K15B Petrol Engine,4.0,4.0,DOHC,Default,Default,Default,3995.0,1790.0,1640.0,2500.0,25546.0,1600.0,5.0,FWD,Electronic,Ventilated Disc,Drum,170.0,13.0,"Tubeless,Radial",5.0,328.0,16.0,16.0
Petrol,MUV,20000.0,Manual,1.0,Maruti,Maruti Ertiga,2021.0,7047.0,ZXI,1050000.0,hyderabad,2021.0,Third Party insurance,7.0,TS07,1462.0,Manual,19.01,1462.0,103.26,138.0,Others,K15 Smart Hybrid,4.0,4.0,DOHC,MPFI,No,No,4395.0,1735.0,1690.0,2740.0,13442.0,1730.0,5.0,FWD,Power,Ventilated Disc,Drum,170.0,13.0,"Tubeless, Radial",5.0,209.0,15.0,15.0
Petrol,Hatchback,16097.0,Automatic,1.0,Datsun,Datsun RediGO,2018.0,6211.0,AMT 1.0 S,356000.0,hyderabad,2018.0,Comprehensive,5.0,TS09,999.0,Automatic,23.0,999.0,67.0,91.0,Red,1.0L Petrol Engine,3.0,4.0,DOHC,MPFi,No,No,3429.0,1560.0,1541.0,2348.0,750.0,1505.0,5.0,2WD,Power,Disc,Drum,170.0,13.0,"Tubeless, Radial",5.0,222.0,16.0,16.0
Petrol,Hatchback,23683.0,Automatic,1.0,Volkswagen,Volkswagen Polo,2021.0,8444.0,1.0 TSI Comfortline AT,835000.0,hyderabad,2021.0,Third Party,5.0,TS08,999.0,Automatic,16.47,999.0,108.62,175.0,Silver,1.0L TSI Petrol,3.0,4.0,DOHC,TSI,Yes,No,3971.0,1682.0,1469.0,2470.0,1086.0,1570.0,6.0,FWD,Electronic,Disc,Drum,170.0,13.0,"Tubeless,Radial",5.0,280.0,15.0,15.0
Petrol,Hatchback,48471.0,Manual,2.0,Maruti,Maruti Alto K10,2013.0,10332.0,VXI,233000.0,hyderabad,2013.0,Third Party insurance,5.0,AP28,998.0,Manual,24.39,998.0,65.71,89.0,Silver,K10C,3.0,4.0,Default,Default,Default,Default,3530.0,1490.0,1520.0,2380.0,755.0,1505.0,5.0,RWD,Power,Disc,Drum,170.0,13.0,"Tubeless, Radial",5.0,214.0,16.0,16.0
Petrol,Hatchback,62437.0,Manual,2.0,Maruti,Maruti Alto K10,2013.0,10332.0,VXI,221000.0,hyderabad,2013.0,Third Party insurance,5.0,AP28,998.0,Manual,24.39,998.0,65.71,89.0,Silver,K10C,3.0,4.0,Default,Default,Default,Default,3530.0,1490.0,1520.0,2380.0,755.0,1505.0,5.0,RWD,Power,Disc,Drum,170.0,13.0,"Tubeless, Radial",5.0,214.0,16.0,16.0
Petrol,Sedan,45000.0,Automatic,1.0,Tata,Tata Tigor,2018.0,6099.0,1.2 Revotron XZA,549000.0,hyderabad,2018.0,Third Party insurance,5.0,TN07,1199.0,Automatic,20.3,1199.0,84.0,114.0,Blue,Revotron Engine,3.0,4.0,DOHC,MPFi,No,No,3992.0,1677.0,1537.0,2450.0,1052.0,1505.0,5.0,FWD,Power,Disc,Drum,170.0,13.0,"Tubeless,Radial",4.0,419.0,15.0,15.0
Diesel,MUV,90000.0,Manual,1.0,Maruti,Maruti Ertiga,2016.0,6910.0,1.5 VDI,810000.0,hyderabad,2016.0,Third Party insurance,7.0,TS10,1498.0,Manual,24.2,1498.0,93.87,225.0,Grey,DDIS 200 Smart Hybrid,4.0,4.0,DOHC,CRDI,Yes,No,4395.0,1735.0,1690.0,2740.0,1220.0,1800.0,6.0,FWD,Power,Ventilated Disc,Drum,170.0,13.0,"Tubeless, Radial",5.0,209.0,16.0,16.0
Petrol,Hatchback,22907.0,Manual,1.0,Maruti,Maruti Swift,2022.0,10402.0,LXI,650000.0,hyderabad,2022.0,Comprehensive,5.0,TS07,1197.0,Manual,22.38,1197.0,88.5,113.0,White,K Series Dual jet,4.0,4.0,Default,Default,Default,Default,3845.0,1735.0,1530.0,2450.0,23937.0,1335.0,5.0,FWD,Electric,Disc,Drum,170.0,13.0,"Radial, Tubeless",5.0,268.0,16.0,16.0
Petrol,Hatchback,36874.0,Automatic,1.0,Nissan,Nissan Micra,2018.0,6537.0,XL Option CVT,568000.0,hyderabad,2018.0,Third Party insurance,5.0,TS13,1198.0,Automatic,19.15,1198.0,75.94,104.0,Blue,In Line Petrol Engine,3.0,4.0,DOHC,Default,No,No,3825.0,1665.0,1530.0,2450.0,1115.0,1505.0,5.0,FWD,Power,Ventilated Disc,Drum,160.0,14.0,"Tubeless,Radial",5.0,251.0,16.0,16.0
Petrol,Hatchback,29994.0,Manual,2.0,Maruti,Maruti Wagon R,2012.0,4350.0,VXI BS IV,329000.0,hyderabad,2012.0,Third Party,5.0,AP09,998.0,Manual,18.9,998.0,67.1,90.0,Silver,K Series Petrol Engine,3.0,4.0,Default,MPFI,No,No,3595.0,1495.0,1700.0,2400.0,885.0,1350.0,5.0,FWD,Power,Ventilated Disc,Drum,170.0,13.0,"Tubeless, Radial",4.0,339.0,14.0,14.0
Petrol,Sedan,88126.0,Manual,1.0,Maruti,Maruti Swift Dzire,2020.0,7077.0,VXI 1.2,672000.0,hyderabad,2020.0,Third Party insurance,5.0,TS10,1197.0,Manual,21.21,1197.0,81.8,113.0,White,K Series VVT Engine,4.0,4.0,DOHC,MPFI,No,No,3995.0,1735.0,1515.0,2450.0,8927.0,1315.0,5.0,FWD,Power,Disc,Drum,170.0,12.6,"Tubeless,Radial",4.0,378.0,16.0,16.0
Petrol,SUV,72563.0,Automatic,1.0,Hyundai,Hyundai Venue,2019.0,6946.0,SX Plus Turbo DCT BSIV,981000.0,hyderabad,2019.0,Third Party insurance,5.0,TS10,998.0,Automatic,18.15,998.0,118.35,171.6,White,Default,3.0,4.0,Default,GDi,Yes,Default,3995.0,1770.0,1605.0,2500.0,1440.0,1505.0,7.0,FWD,Power,Disc,Drum,170.0,13.0,Radial,5.0,350.0,16.0,16.0
Petrol,SUV,88060.0,Manual,1.0,Hyundai,Hyundai Creta,2016.0,8179.0,1.6 VTVT SX Plus,803999.0,hyderabad,2016.0,Third Party insurance,5.0,TS08,1591.0,Manual,13.0,1591.0,121.3,151.0,White,VTVT Petrol Engine,4.0,4.0,DOHC,MPFi,No,No,4270.0,1780.0,1630.0,2590.0,1280.0,1505.0,6.0,FWD,Power,Disc,Drum,170.0,13.0,Tubeless,5.0,400.0,17.0,17.0
