Fuel Type,Body Type,Kilometers Driven,Transmission Type,Number of Owners,Manufacturer,Model,Model Year,Variant ID,Variant Name,Price,Location,Registration_Year,Insurance Validity,Seats,RTO,Engine Displacement,Transmission,Mileage,Engine,Max Power,Torque,Color,Engine Type,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Supply System,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Kerb Weight,Gross Weight,Gear Box,Drive Type,Steering Type,Front Brake Type,Rear Brake Type,Top Speed,Acceleration,Tyre Type,No Door Numbers,Cargo Volumn,Wheel Size,Alloy Wheel Size
Petrol,Hatchback,20000.0,Manual,1.0,Maruti,Maruti Swift,2022.0,8378.0,VXI BSVI,800000.0,hyderabad,2022.0,Third Party insurance,5.0,TS07,1197.0,Manual,22.38,1197.0,88.5,113.0,White,K Series Dual jet,4.0,4.0,Default,Default,Default,Default,3845.0,1735.0,1530.0,2450.0,23937.0,1335.0,5.0,FWD,Electric,Disc,Drum,170.0,13.0,"Radial, Tubeless",5.0,268.0,16.0,16.0
Petrol,Hatchback,60000.0,Manual,1.0,Hyundai,Hyundai i20,2017.0,1604.0,Magna 1.2,600000.0,hyderabad,2017.0,Third Party insurance,5.0,TS09,1197.0,Manual,18.6,1197.0,81.83,114.7,Others,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3985.0,1734.0,1505.0,2570.0,1066.0,1505.0,5.0,FWD,Power,Disc,Drum,170.0,13.2,Tubeless,5.0,295.0,16.0,16.0
Diesel,SUV,95315.0,Manual,1.0,Hyundai,Hyundai Creta,2020.0,7210.0,1.6 EX Diesel,1475000.0,hyderabad,2020.0,Third Party insurance,5.0,TS07,1582.0,Manual,20.5,1582.0,126.2,265.0,Black,U2 CRDI Engine,4.0,4.0,DOHC,CRDi,No,No,4270.0,1780.0,1665.0,2590.0,1280.0,1505.0,6.0,FWD,Power,Disc,Drum,170.0,13.0,Tubeless,5.0,400.0,16.0,16.0
Diesel,SUV,109271.0,Manual,1.0,Maruti,Maruti Vitara Brezza,2019.0,4297.0,VDi,777000.0,hyderabad,2019.0,Comprehensive,5.0,TS08,1248.0,Manual,24.3,1248.0,88.5,200.0,Silver,DDiS 200 Diesel Engine,4.0,4.0,DOHC,CRDi,Yes,No,3995.0,1790.0,1640.0,2500.0,1180.0,1680.0,5.0,FWD,Power,Ventilated Disc,Drum,172.0,12.36,"Tubeless,Radial",5.0,328.0,16.0,16.0
Petrol,Hatchback,47844.0,Automatic,2.0,Maruti,Maruti Ignis,2019.0,5554.0,1.2 AMT Delta BSIV,507000.0,hyderabad,2019.0,Zero Dep,5.0,TS07,1197.0,Automatic,20.89,1197.0,81.8,113.0,Silver,1.2-Litre VVT Petrol Engine,4.0,4.0,SOHC,MPFI,No,No,3700.0,1690.0,1595.0,2435.0,855.0,1505.0,5.0,FWD,Electrical,Disc,Drum,170.0,13.69,"Tubeless,Radial",5.0,260.0,16.0,16.0
Petrol,MUV,80000.0,Manual,2.0,Maruti,Maruti XL6,2021.0,7030.0,Zeta,1050000.0,hyderabad,2021.0,Third Party insurance,6.0,TS09,1462.0,Manual,19.01,1462.0,103.2,138.0,Others,K15B Smart Hybrid,4.0,4.0,Default,Default,Default,Default,4445.0,1775.0,1700.0,2740.0,1180.0,1730.0,5.0,FWD,Power,Ventilated Disc,Leading & Trailing Drum,170.0,13.0,"Tubeless,Radial",5.0,209.0,15.0,15.0
Petrol,Hatchback,62438.0,Manual,1.0,Maruti,Maruti Wagon R,2013.0,4350.0,VXI BS IV,297000.0,hyderabad,2013.0,Third Party,5.0,AP28,998.0,Manual,18.9,998.0,67.1,90.0,Blue,K Series Petrol Engine,3.0,4.0,Default,MPFI,No,No,3595.0,1495.0,1700.0,2400.0,885.0,1350.0,5.0,FWD,Power,Ventilated Disc,Drum,170.0,13.0,"Tubeless, Radial",4.0,339.0,14.0,14.0
Petrol,Hatchback,89318.0,Manual,3.0,Hyundai,Hyundai i20,2013.0,1648.0,Magna Optional 1.2,411000.0,hyderabad,2013.0,Third Party insurance,5.0,AP10,1197.0,Manual,18.5,1197.0,82.9,113.8,White,Kappa Dual VTVT Petrol En,4.0,4.0,DOHC,MPFI,No,No,3995.0,1710.0,1505.0,2525.0,1040.0,1505.0,5.0,FWD,Power,Disc,Drum,170.0,13.0,"Tubeless,Radial",5.0,339.0,14.0,14.0
Petrol,Hatchback,29200.0,Automatic,2.0,Hyundai,Hyundai Santro,2019.0,6670.0,Sportz AMT BSIV,529000.0,hyderabad,2019.0,Zero Dep,5.0,TS03,1086.0,Automatic,20.3,1086.0,68.0,99.0,Others,1.1 litre Petrol Engine,4.0,3.0,DOHC,MPFI,No,No,3610.0,1645.0,1560.0,2400.0,1050.0,1505.0,5.0,FWD,Power,Disc,Drum,170.0,13.0,"Tubeless,Radial",5.0,235.0,16.0,16.0
Petrol,Hatchback,38264.0,Automatic,1.0,Hyundai,Hyundai Santro,2019.0,6670.0,Sportz AMT BSIV,525000.0,hyderabad,2019.0,Third Party,5.0,TS07,1086.0,Automatic,20.3,1086.0,68.0,99.0,Silver,1.1 litre Petrol Engine,4.0,3.0,DOHC,MPFI,No,No,3610.0,1645.0,1560.0,2400.0,1050.0,1505.0,5.0,FWD,Power,Disc,Drum,170.0,13.0,"Tubeless,Radial",5.0,235.0,16.0,16.0
Petrol,Hatchback,26494.0,Manual,1.0,Renault,Renault KWID,2021.0,7431.0,1.0 RXT Opt,483000.0,hyderabad,2022.0,Third Party,5.0,TS15,999.0,Manual,21.74,999.0,67.0,91.0,Brown,Petrol Engine,3.0,4.0,DOHC,MPFi,No,No,3731.0,1579.0,1474.0,2422.0,730.0,1505.0,5.0,FWD,Electric,Disc,Drum,170.0,13.0,"Tubeless,Radial",5.0,279.0,16.0,16.0
Petrol,Hatchback,68101.0,Manual,1.0,Maruti,Maruti Baleno,2018.0,3970.0,1.2 Alpha,618000.0,hyderabad,2019.0,Comprehensive,5.0,TS07,1197.0,Manual,21.4,1197.0,83.1,115.0,Orange,VVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3995.0,1745.0,1510.0,2520.0,890.0,1340.0,5.0,FWD,Power,Disc,Drum,180.0,12.36,"Tubeless,Radial",5.0,339.0,16.0,16.0
Diesel,SUV,98000.0,Automatic,1.0,Maruti,Maruti Vitara Brezza,2018.0,6393.0,ZDi Plus AMT,990000.0,hyderabad,2018.0,Third Party insurance,5.0,TS10,1248.0,Automatic,24.3,1248.0,88.5,200.0,White,DDiS 200 Diesel Engine,4.0,4.0,DOHC,CRDi,Yes,No,3995.0,1790.0,1640.0,2500.0,1205.0,1680.0,5.0,FWD,Power,Ventilated Disc,Drum,172.0,12.36,"Tubeless,Radial",5.0,328.0,16.0,16.0
Petrol,Hatchback,119106.0,Manual,2.0,Maruti,Maruti Swift,2015.0,10405.0,ZXI,471000.0,hyderabad,2016.0,Third Party insurance,5.0,TS08,1197.0,Manual,22.38,1197.0,88.5,113.0,Silver,K Series Dual jet,4.0,4.0,Default,Default,Default,Default,3845.0,1735.0,1530.0,2450.0,23937.0,1335.0,5.0,FWD,Electric,Disc,Drum,170.0,13.0,"Radial, Tubeless",5.0,268.0,15.0,15.0
Petrol,Hatchback,80000.0,Manual,1.0,Maruti,Maruti Alto 800,2019.0,7075.0,VXI BSVI,370000.0,hyderabad,2019.0,Third Party insurance,5.0,TS08,796.0,Manual,22.05,796.0,47.33,69.0,Others,F8D Petrol Engine,3.0,4.0,Default,Default,Default,Default,3445.0,1515.0,1475.0,2360.0,762.0,1185.0,5.0,FWD,Power,Disc,Drum,170.0,13.0,Tubeless Tyres,5.0,339.0,16.0,16.0
Diesel,Hatchback,143000.0,Manual,2.0,Maruti,Maruti Swift,2012.0,4198.0,Star VDI,400000.0,hyderabad,2012.0,Third Party insurance,5.0,AP20,1248.0,Manual,22.9,1248.0,74.0,190.0,White,DDiS Diesel Engine,4.0,4.0,DOHC,CRDI,Yes,No,3850.0,1695.0,1530.0,2430.0,1060.0,1505.0,5.0,FWD,Power,Ventilated Disc,Drum,158.0,13.75,"Tubeless,Radial",5.0,232.0,14.0,14.0
Petrol,Hatchback,121617.0,Manual,2.0,Maruti,Maruti Swift,2013.0,10403.0,VXI,368000.0,hyderabad,2013.0,Third Party,5.0,AP09,1197.0,Manual,22.38,1197.0,88.5,113.0,Silver,K Series Dual jet,4.0,4.0,Default,Default,Default,Default,3845.0,1735.0,1530.0,2450.0,23937.0,1335.0,5.0,FWD,Electric,Disc,Drum,170.0,13.0,"Radial, Tubeless",5.0,268.0,16.0,16.0
Petrol,Hatchback,92299.0,Manual,1.0,Maruti,Maruti Swift,2014.0,4205.0,ZXI,426000.0,hyderabad,2014.0,Not Available,5.0,TS13,1197.0,Manual,18.6,1197.0,85.8,114.0,Black,K Series Petrol Engine,4.0,4.0,Default,MPFI,No,No,3850.0,1695.0,1530.0,2430.0,990.0,1415.0,5.0,FWD,Power,Ventilated Disc,Drum,170.0,13.0,"Tubeless,Radial",5.0,339.0,15.0,15.0
Diesel,SUV,50643.0,Automatic,2.0,Maruti,Maruti Vitara Brezza,2018.0,6393.0,ZDi Plus AMT,961000.0,hyderabad,2018.0,Zero Dep,5.0,TS09,1248.0,Automatic,24.3,1248.0,88.5,200.0,Silver,DDiS 200 Diesel Engine,4.0,4.0,DOHC,CRDi,Yes,No,3995.0,1790.0,1640.0,2500.0,1205.0,1680.0,5.0,FWD,Power,Ventilated Disc,Drum,172.0,12.36,"Tubeless,Radial",5.0,328.0,16.0,16.0
Diesel,SUV,110243.0,Manual,2.0,Mahindra,Mahindra TUV 300,2018.0,6002.0,T10,793000.0,hyderabad,2018.0,Zero Dep,7.0,TS08,1493.0,Manual,18.49,1493.0,100.0,240.0,Silver,mHawk 100 Diesel Engine,3.0,2.0,Default,CRDi,Yes,No,3995.0,1835.0,1826.0,2680.0,1650.0,2225.0,5.0,RWD,Power,Disc,Drum,156.0,13.9,"Tubeless,Radials",5.0,384.0,15.0,15.0
Petrol,SUV,93104.0,Automatic,1.0,Hyundai,Hyundai Creta,2016.0,1452.0,1.6 VTVT AT SX Plus,951000.0,hyderabad,2017.0,Comprehensive,5.0,TS07,1591.0,Automatic,13.0,1591.0,121.3,151.0,White,VTVT Petrol Engine,4.0,4.0,DOHC,MPFi,No,No,4270.0,1780.0,1630.0,2590.0,1280.0,1505.0,6.0,FWD,Power,Disc,Drum,170.0,13.0,Tubeless,5.0,400.0,17.0,17.0
Petrol,Hatchback,86555.0,Manual,1.0,Maruti,Maruti Alto K10,2017.0,10332.0,VXI,298000.0,hyderabad,2018.0,Comprehensive,5.0,TS15,998.0,Manual,24.39,998.0,65.71,89.0,Black,K10C,3.0,4.0,Default,Default,Default,Default,3530.0,1490.0,1520.0,2380.0,755.0,1505.0,5.0,FWD,Power,Disc,Drum,170.0,13.0,"Tubeless, Radial",5.0,214.0,16.0,16.0
Petrol,SUV,60000.0,Manual,1.0,Hyundai,Hyundai Venue,2020.0,6945.0,SX Turbo BSIV,1000000.0,hyderabad,2020.0,Third Party insurance,5.0,TS09,998.0,Manual,18.27,998.0,118.35,171.6,Others,Default,3.0,4.0,Default,GDi,Yes,Default,3995.0,1770.0,1605.0,2500.0,1340.0,1505.0,6.0,FWD,Power,Disc,Drum,170.0,13.0,Radial,5.0,350.0,16.0,16.0
Petrol,SUV,19500.0,Automatic,1.0,Toyota,Toyota Urban cruiser,2022.0,7974.0,Premium AT,1175000.0,hyderabad,2022.0,Comprehensive,5.0,TS08,1462.0,Automatic,18.76,1462.0,103.26,138.0,Brown,k-series1.5l,4.0,4.0,Default,Default,Default,Default,3995.0,1790.0,1640.0,2500.0,13422.0,1600.0,4.0,AWD,Electronic,Ventilated Disc,Drum,170.0,13.0,"Tubeless, Radial",5.0,328.0,16.0,16.0
Petrol,Hatchback,78010.0,Manual,2.0,Maruti,Maruti Alto 800,2015.0,7073.0,LXI,250999.0,hyderabad,2016.0,Comprehensive,5.0,TS07,796.0,Manual,22.05,796.0,47.33,69.0,Silver,F8D Petrol Engine,3.0,4.0,Default,Default,Default,Default,3445.0,1515.0,1475.0,2360.0,755.0,1185.0,5.0,FWD,Power,Disc,Drum,170.0,13.0,Tubeless Tyres,5.0,339.0,16.0,16.0
Petrol,SUV,14087.0,Manual,1.0,Ford,Ford Ecosport,2021.0,7352.0,1.5 Petrol Titanium Plus,988000.0,hyderabad,2021.0,Third Party,5.0,TS09,1496.0,Manual,15.9,1496.0,120.69,149.0,Brown,Ti-VCT Petrol Engine,3.0,4.0,DOHC,Direct Injection,No,No,3998.0,1765.0,1647.0,2519.0,1246.0,1660.0,5.0,FWD,Electric,Ventilated Disc,Drum,170.0,13.0,"Tubeless,Radial",5.0,352.0,16.0,16.0
Diesel,SUV,55253.0,Manual,1.0,Tata,Tata Nexon,2022.0,8896.0,XZ Plus P Dark Edition Diesel,1157000.0,hyderabad,2022.0,Comprehensive,5.0,TS08,1497.0,Manual,21.19,1497.0,108.49,260.0,Black,1.5l Turbocharged Revotorq Engine,4.0,4.0,Default,Default,Yes,Default,3993.0,1811.0,1606.0,2498.0,1270.0,1505.0,6.0,FWD,Power,Disc,Drum,170.0,13.0,"Tubeless, Radial",5.0,350.0,16.0,16.0
Petrol,SUV,63008.0,Automatic,1.0,Kia,Kia Seltos,2020.0,7122.0,GTX Plus DCT,1598000.0,hyderabad,2020.0,Zero Dep,5.0,TS09,1353.0,Automatic,16.5,1353.0,138.08,242.0,Silver,Smartstream G1.4,4.0,4.0,Default,GDi,Yes,Default,4315.0,1800.0,1645.0,2610.0,1535.0,1505.0,7.0,FWD,Electric,Disc,Disc,170.0,13.0,"Tubeless, Radial",5.0,433.0,17.0,17.0
Petrol,Hatchback,73944.0,Manual,1.0,Maruti,Maruti Alto 800,2015.0,7073.0,LXI,266000.0,hyderabad,2016.0,Third Party insurance,5.0,TS07,796.0,Manual,22.05,796.0,47.33,69.0,Silver,F8D Petrol Engine,3.0,4.0,Default,Default,Default,Default,3445.0,1515.0,1475.0,2360.0,755.0,1185.0,5.0,FWD,Power,Disc,Drum,170.0,13.0,Tubeless Tyres,5.0,339.0,16.0,16.0
Petrol,Hatchback,52052.0,Manual,2.0,Maruti,Maruti Alto 800,2017.0,7073.0,LXI,279000.0,hyderabad,2017.0,Third Party,5.0,TS15,796.0,Manual,22.05,796.0,47.33,69.0,Red,F8D Petrol Engine,3.0,4.0,Default,Default,Default,Default,3445.0,1515.0,1475.0,2360.0,755.0,1185.0,5.0,FWD,Power,Disc,Drum,170.0,13.0,Tubeless Tyres,5.0,339.0,16.0,16.0
Petrol,Hatchback,42399.0,Manual,2.0,Hyundai,Hyundai Grand i10,2018.0,5602.0,1.2 Kappa Magna BSIV,465000.0,hyderabad,2019.0,Third Party insurance,5.0,TS11,1197.0,Manual,18.9,1197.0,81.86,113.75,White,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3765.0,1660.0,1520.0,2425.0,1100.0,1505.0,5.0,FWD,Power,Disc,Drum,165.0,12.9,Tubeless,5.0,256.0,16.0,16.0
Diesel,Sedan,50000.0,Manual,1.0,Maruti,Maruti Swift Dzire,2015.0,4209.0,VDI,210000.0,hyderabad,2015.0,Third Party insurance,5.0,TS02,1248.0,Manual,26.59,1248.0,74.0,190.0,Others,DDiS Diesel Engine,4.0,4.0,DOHC,CRDI,Yes,No,3995.0,1695.0,1555.0,2430.0,1055.0,1505.0,5.0,FWD,Power,Ventilated Disc,Drum,169.0,13.8,"Tubeless,Radial",4.0,320.0,16.0,16.0
Petrol,Hatchback,101434.0,Automatic,1.0,Renault,Renault KWID,2017.0,8707.0,1.0 RXT Optional AT 2016-2019,300000.0,hyderabad,2020.0,Not Available,5.0,TS08,999.0,Automatic,23.01,999.0,67.0,91.0,White,Petrol Engine,3.0,4.0,DOHC,MPFi,No,No,3679.0,1579.0,1478.0,2422.0,750.0,1505.0,5.0,FWD,Power,Disc,Drum,155.8,13.9,"Tubeless,Radial",5.0,300.0,16.0,16.0
Petrol,Hatchback,13500.0,Manual,1.0,Maruti,Maruti Eeco,2019.0,9452.0,5 Seater AC BSVI,495000.0,hyderabad,2019.0,Comprehensive,5.0,TS08,1197.0,Manual,19.71,1197.0,79.65,104.4,Silver,K12N,4.0,4.0,Default,Default,Default,Default,3675.0,1475.0,1825.0,2350.0,935.0,1505.0,5.0,FWD,Manual,Disc,Drum,170.0,13.0,Tubeless,5.0,339.0,16.0,16.0
Petrol,Hatchback,55000.0,Manual,1.0,Hyundai,Hyundai i10,2016.0,1567.0,Era,290000.0,hyderabad,2016.0,Third Party insurance,5.0,TS11,1086.0,Manual,19.81,1086.0,68.05,99.04,Red,IRDE2 Engine,4.0,3.0,SOHC,MPFI,No,No,3585.0,1595.0,1550.0,2380.0,860.0,1505.0,5.0,FWD,Power,Ventilated Disc,Drum,165.0,14.3,Tubeless,5.0,225.0,16.0,16.0
Petrol,SUV,44641.0,Manual,1.0,Tata,Tata Nexon,2021.0,7384.0,XM BSVI,860000.0,hyderabad,2021.0,Comprehensive,5.0,TS35,1199.0,Manual,17.33,1199.0,118.35,170.0,Others,1.2l Turbocharged Revotron Engine,3.0,4.0,Default,Default,Default,Default,3993.0,1811.0,1606.0,2498.0,1200.0,1505.0,6.0,FWD,Electric,Disc,Drum,170.0,13.0,"Tubeless,Radial",5.0,350.0,16.0,16.0
Petrol,Sedan,46451.0,Manual,1.0,Volkswagen,Volkswagen Ameo,2019.0,6382.0,1.0 MPI Comfortline,568000.0,hyderabad,2019.0,Third Party insurance,5.0,TS09,999.0,Manual,19.44,999.0,75.0,95.0,White,MPI Petrol Engine,3.0,4.0,DOHC,MPFI,No,No,3995.0,1682.0,1483.0,2470.0,1039.0,1505.0,5.0,FWD,Power,Disc,Drum,170.0,13.0,"Tubeless,Radial",4.0,330.0,16.0,16.0
Petrol,Minivans,28220.0,Manual,1.0,Maruti,Maruti Eeco,2021.0,7344.0,5 Seater AC 2020-2022,470000.0,hyderabad,2021.0,Not Available,5.0,TS07,1196.0,Manual,16.11,1196.0,72.41,98.0,Silver,G12B,4.0,4.0,Default,Default,Default,Default,3675.0,1475.0,1825.0,2350.0,940.0,1505.0,5.0,FWD,Manual,Disc,Drum,170.0,13.0,Tubeless,5.0,339.0,16.0,16.0
Petrol,Hatchback,77415.0,Automatic,1.0,Maruti,Maruti S-Presso,2019.0,7175.0,VXI Plus AT 2019-2022,457000.0,hyderabad,2019.0,Comprehensive,5.0,TS07,998.0,Automatic,21.7,998.0,67.05,90.0,Blue,K10B,3.0,4.0,Default,Default,Default,Default,3565.0,1520.0,1564.0,2380.0,5871.0,1170.0,5.0,FWD,Power,Ventilated Disc,Drum,170.0,13.0,"Tubeless, Radial",5.0,339.0,16.0,16.0
Petrol,SUV,47314.0,Automatic,1.0,Hyundai,Hyundai Venue,2020.0,6946.0,SX Plus Turbo DCT BSIV,1022000.0,hyderabad,2020.0,Zero Dep,5.0,TS07,998.0,Automatic,18.15,998.0,118.35,171.6,Blue,Default,3.0,4.0,Default,GDi,Yes,Default,3995.0,1770.0,1605.0,2500.0,1440.0,1505.0,7.0,FWD,Power,Disc,Drum,170.0,13.0,Radial,5.0,350.0,16.0,16.0
Petrol,Hatchback,50000.0,Automatic,1.0,Renault,Renault KWID,2017.0,7192.0,Climber 1.0 AMT Opt BSIV,312000.0,hyderabad,2017.0,Third Party insurance,5.0,TS07,999.0,Automatic,24.04,999.0,67.0,91.0,Others,Petrol Engine,3.0,4.0,DOHC,MPFi,No,No,3731.0,1579.0,1474.0,2422.0,765.0,1505.0,5.0,FWD,Power,Disc,Drum,170.0,13.0,"Tubeless,Radial",5.0,279.0,16.0,16.0
Petrol,Hatchback,80000.0,Manual,2.0,Honda,Honda Brio,2013.0,1188.0,S MT,285000.0,hyderabad,2013.0,Third Party insurance,5.0,AP16,1198.0,Manual,19.4,1198.0,86.8,109.0,White,i-VTEC Engine,4.0,4.0,SOHC,PGM - Fi,No,No,3610.0,1680.0,1500.0,2345.0,925.0,1505.0,5.0,FWD,Power,Disc,Drum,164.0,14.5,"Tubeless,Radial",5.0,175.0,16.0,16.0
Petrol,Hatchback,16415.0,Manual,1.0,Maruti,Maruti Eeco,2020.0,9452.0,5 Seater AC BSVI,520000.0,hyderabad,2020.0,Comprehensive,5.0,TS07,1197.0,Manual,19.71,1197.0,79.65,104.4,Grey,K12N,4.0,4.0,Default,Default,Default,Default,3675.0,1475.0,1825.0,2350.0,935.0,1505.0,5.0,4WD,Manual,Disc,Drum,170.0,13.0,Tubeless,5.0,339.0,16.0,16.0
Petrol,Hatchback,61710.0,Automatic,1.0,Honda,Honda Jazz,2018.0,6503.0,V CVT,631000.0,hyderabad,2018.0,Third Party,5.0,TS07,1199.0,Automatic,18.2,1199.0,88.7,110.0,Brown,i-VTEC Petrol Engine,4.0,4.0,SOHC,PGM - Fi,No,No,3955.0,1694.0,1544.0,2530.0,1064.0,1505.0,5.0,FWD,Power,Disc,Drum,172.0,13.7,"Tubeless,Radial",5.0,354.0,15.0,15.0
Petrol,Hatchback,60993.0,Manual,1.0,Honda,Honda Brio,2013.0,1204.0,V MT,347000.0,hyderabad,2013.0,Third Party insurance,5.0,AP09,1198.0,Manual,19.4,1198.0,86.8,109.0,Red,i-VTEC Engine,4.0,4.0,SOHC,PGM - Fi,No,No,3610.0,1680.0,1500.0,2345.0,915.0,1505.0,5.0,FWD,Power,Disc,Drum,170.0,13.0,"Tubeless,Radial",5.0,175.0,14.0,14.0
Petrol,Hatchback,12740.0,Manual,1.0,Hyundai,Hyundai Grand i10 Nios,2020.0,7089.0,Magna,584000.0,hyderabad,2020.0,Comprehensive,5.0,TS13,1197.0,Manual,20.7,1197.0,81.86,113.8,Silver,1.2 Kappa petrol,4.0,4.0,Default,Default,No,Default,3805.0,1680.0,1520.0,2450.0,1100.0,1505.0,5.0,FWD,Electric,Disc,Drum,170.0,13.0,"Tubeless, Radial",5.0,339.0,16.0,16.0
Petrol,Hatchback,28522.0,Manual,1.0,Tata,Tata Altroz,2022.0,6834.0,XZ BSVI,535000.0,hyderabad,2022.0,Comprehensive,5.0,MP09,1199.0,Manual,19.33,1199.0,86.83,113.0,White,1.2 l Revotron,3.0,4.0,Default,Default,No,Default,3990.0,1755.0,1523.0,2501.0,1025.0,1505.0,5.0,FWD,Electric,Disc,Drum,170.0,13.0,"Tubeless,Radial",5.0,345.0,16.0,16.0
Diesel,SUV,80000.0,Manual,1.0,Mahindra,Mahindra KUV 100,2016.0,3576.0,mFALCON D75 K4 Plus 5str,310000.0,hyderabad,2016.0,Third Party insurance,5.0,TS11,1198.0,Manual,25.32,1198.0,77.0,190.0,Red,mFALCON D75 Engine,3.0,4.0,DOHC,CRDi,Yes,No,3675.0,1715.0,1635.0,2385.0,1135.0,1505.0,5.0,FWD,Power,Disc,Drum,160.0,14.5,"Tubeless,Radial",5.0,243.0,16.0,16.0
Petrol,Hatchback,29011.0,Manual,1.0,Renault,Renault KWID,2017.0,8976.0,1.0 RXT,337000.0,hyderabad,2017.0,Third Party insurance,5.0,TS10,999.0,Manual,23.01,999.0,67.0,91.0,Silver,Petrol Engine,3.0,4.0,DOHC,MPFi,No,No,3679.0,1579.0,1478.0,2422.0,710.0,1505.0,5.0,FWD,Power,Disc,Drum,155.8,13.9,"Tubeless,Radial",5.0,300.0,16.0,16.0
Petrol,SUV,42372.0,Manual,1.0,Kia,Kia Seltos,2020.0,7107.0,HTX G,1259000.0,hyderabad,2020.0,Comprehensive,5.0,TS08,1497.0,Manual,16.8,1497.0,113.43,144.0,Red,SMARTSTREAM G1.5,4.0,4.0,Default,MPI,No,Default,4315.0,1800.0,1645.0,2610.0,1404.0,1505.0,6.0,FWD,Electric,Disc,Disc,170.0,13.0,"Tubeless, Radial",5.0,433.0,17.0,17.0
Petrol,Hatchback,18732.0,Automatic,1.0,Maruti,Maruti Celerio,2016.0,10360.0,ZXI AMT,498000.0,hyderabad,2016.0,Comprehensive,5.0,TS11,998.0,Automatic,26.0,998.0,65.71,89.0,Others,K10C,3.0,4.0,Default,Default,Default,Default,3695.0,1655.0,1555.0,2435.0,820.0,1260.0,5.0,4X4,Electric,Ventilated Disc,Drum,170.0,13.0,"Tubeless, Radial",5.0,313.0,16.0,16.0
Petrol,SUV,54000.0,Automatic,1.0,Ford,Ford Ecosport,2018.0,7921.0,1.5 Petrol Titanium AT,894999.0,hyderabad,2018.0,Third Party insurance,5.0,TS08,1496.0,Automatic,14.7,1496.0,120.69,149.0,Black,Ti-VCT Petrol Engine,3.0,4.0,DOHC,Direct Injection,No,No,3998.0,1765.0,1647.0,2519.0,1281.0,1705.0,6.0,FWD,Electric,Ventilated Disc,Drum,170.0,13.0,"Tubeless,Radial",4.0,352.0,16.0,16.0
Petrol,Hatchback,51237.0,Automatic,2.0,Renault,Renault KWID,2019.0,8707.0,1.0 RXT Optional AT 2016-2019,426999.0,hyderabad,2019.0,Third Party insurance,5.0,TS15,999.0,Automatic,23.01,999.0,67.0,91.0,Red,Petrol Engine,3.0,4.0,DOHC,MPFi,No,No,3679.0,1579.0,1478.0,2422.0,750.0,1505.0,5.0,FWD,Power,Disc,Drum,155.8,13.9,"Tubeless,Radial",5.0,300.0,16.0,16.0
Petrol,Sedan,36140.0,Manual,1.0,Hyundai,Hyundai Xcent,2017.0,5786.0,1.2 VTVT SX Option,559000.0,hyderabad,2018.0,Comprehensive,5.0,TS13,1197.0,Manual,20.14,1197.0,81.86,113.75,White,1.2L Kappa Dual VTVT Petrol,4.0,4.0,DOHC,MPFI,No,No,3995.0,1660.0,1520.0,2425.0,1160.0,1505.0,5.0,FWD,Power,Disc,Drum,172.0,13.0,Tubeless,4.0,407.0,15.0,15.0
Petrol,Hatchback,70895.0,Automatic,2.0,Maruti,Maruti Celerio,2016.0,10360.0,ZXI AMT,443000.0,hyderabad,2016.0,Third Party insurance,5.0,TS07,998.0,Automatic,26.0,998.0,65.71,89.0,White,K10C,3.0,4.0,Default,Default,Default,Default,3695.0,1655.0,1555.0,2435.0,820.0,1260.0,5.0,FWD,Electric,Ventilated Disc,Drum,170.0,13.0,"Tubeless, Radial",5.0,313.0,16.0,16.0
Petrol,Sedan,60000.0,Manual,1.0,Tata,Tata Tigor,2020.0,7373.0,XZ Plus BSVI,660000.0,hyderabad,2020.0,Third Party insurance,5.0,TS07,1199.0,Manual,19.28,1199.0,84.82,113.0,Others,1.2L Revotron Engine,3.0,4.0,Default,Default,Default,Default,3993.0,1677.0,1532.0,2450.0,1030.0,1505.0,5.0,FWD,Electric,Disc,Drum,170.0,13.0,"Tubeless,Radial",4.0,419.0,15.0,15.0
Diesel,Sedan,82144.0,Manual,1.0,Maruti,Maruti Swift Dzire,2014.0,4242.0,VDI,450000.0,hyderabad,2014.0,Third Party insurance,5.0,TS07,1248.0,Manual,23.4,1248.0,74.0,190.0,White,DDiS Diesel Engine,4.0,4.0,Default,CRDI,Yes,No,3995.0,1695.0,1555.0,2430.0,1060.0,1505.0,5.0,FWD,Power,Ventilated Disc,Drum,170.0,13.0,"Tubeless,Radial",4.0,320.0,14.0,14.0
Petrol,Hatchback,39881.0,Automatic,1.0,Hyundai,Hyundai Santro,2019.0,6670.0,Sportz AMT BSIV,531000.0,hyderabad,2019.0,Comprehensive,5.0,TS09,1086.0,Automatic,20.3,1086.0,68.0,99.0,Others,1.1 litre Petrol Engine,4.0,3.0,DOHC,MPFI,No,No,3610.0,1645.0,1560.0,2400.0,1050.0,1505.0,5.0,FWD,Power,Disc,Drum,170.0,13.0,"Tubeless,Radial",5.0,235.0,16.0,16.0
